Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Mikhail Petrovich Ivanov,M,24.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Gold
Mikhail Petrovich Ivanov,M,24.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
Ruslan Ivanov,M,30.0,Moldova,MDA,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Road Race, Individual",
Sergey Nikolayevich Ivanov,M,29.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",
Sergey Vasilyevich Ivanov,M,25.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",
Sergey Vasilyevich Ivanov,M,33.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Road Race, Individual",
Tihomir Ivaylo Ivanov,M,22.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,
Vitaly Vladimirovich Ivanov,M,28.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Bronze
Vitaly Vladimirovich Ivanov,M,32.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
Vladimir Aleksandrovich Ivanov,M,25.0,Russia,RUS,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Singles,
Vladimir Aleksandrovich Ivanov,M,25.0,Russia,RUS,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Doubles,
Vladimir Aleksandrovich Ivanov,M,29.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Doubles,
Nataliya Nikolayevna Ivanova,F,29.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Heavyweight,Silver
Nataliya Nikolayevna Ivanova,F,23.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
Nataliya Vladimirovna Ivanova,F,20.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's One Person Dinghy,
Nataliya Vladimirovna Ivanova,F,24.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,
Natalya Ivanova,F,35.0,Tajikistan,TJK,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Women's Middleweight, Freestyle",
Olga Viktorovna Ivanova,F,29.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Shot Put,
Olimpiada Vladimirovna Ivanova,F,33.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 20 kilometres Walk,Silver
Tatyana Ivanovna Ivanova,F,18.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Luge,Luge Women's Singles,
Tatyana Ivanovna Ivanova,F,22.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Luge,Luge Women's Singles,
Tatyana Ivanovna Ivanova,F,22.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Silver
Yekaterina Gennadyevna Ivanova (-Vinogradova),F,28.0,Belarus,BLR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
Yekaterina Gennadyevna Ivanova (-Vinogradova),F,28.0,Belarus,BLR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 10 kilometres Pursuit,
Yekaterina Gennadyevna Ivanova (-Vinogradova),F,28.0,Belarus,BLR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 15 kilometres,
Yekaterina Gennadyevna Ivanova (-Vinogradova),F,28.0,Belarus,BLR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,
Yevgeniya Andreyevna Ivanova,F,24.0,Russia,RUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,
Yevgeniya Andreyevna Ivanova,F,29.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
Yuliya Anatolyevna Ivanova,F,28.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
Yuliya Anatolyevna Ivanova,F,28.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,
Yuliya Anatolyevna Ivanova,F,28.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
Yuliya Anatolyevna Ivanova,F,28.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,
Albina Gennadyevna Ivanova-Mayorova,F,27.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Marathon,
Albina Gennadyevna Ivanova-Mayorova,F,35.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Marathon,
Anastasiya Vasilyevna Ivanova-Shvedova,F,25.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Pole Vault,
Anastasiya Vasilyevna Ivanova-Shvedova,F,33.0,Belarus,BLR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Pole Vault,
Ana Ivanovi (-Schweinsteiger),F,24.0,Serbia,SRB,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,
Ana Ivanovi (-Schweinsteiger),F,24.0,Serbia,SRB,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,
Ana Ivanovi (-Schweinsteiger),F,28.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,
Oleksandr Ivanyshyn,M,27.0,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,
Oleksandr Ivanyshyn,M,27.0,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,
Yelena Viktorovna Ivashchenko,F,27.0,Russia,RUS,2012 Summer,2012,Summer,London,Judo,Judo Women's Heavyweight,
Igor Ivashintsov,M,28.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,
Markiyan Volodymyrovych Ivashko,M,29.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Individual,
Markiyan Volodymyrovych Ivashko,M,29.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Team,
Markiyan Volodymyrovych Ivashko,M,33.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Archery,Archery Men's Individual,
Markiyan Volodymyrovych Ivashko,M,33.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Archery,Archery Men's Team,
Veronika Mykolavna Ivasiuk,F,20.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,
Ivana Ivchevska,F,17.0,Macedonia,MKD,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
Ivana Ivchevska,F,17.0,Macedonia,MKD,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Slalom,
aziye vegin ner,F,30.0,Turkey,TUR,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,
aziye vegin ner,F,34.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
Adrienne Natacha Iven Mihamle,F,29.0,Cameroon,CMR,2012 Summer,2012,Summer,London,Football,Football Women's Football,
Robert Ivers,M,31.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Middleweight,
Trond Iversen,M,25.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's Sprint,
Trond Iversen,M,29.0,Norway,NOR,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Sprint,
Allen Ezail Iverson,M,29.0,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Bronze
Dennis Iverson,M,27.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Lightweight,
Amy Ives,F,30.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,
Amy Ives,F,34.0,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,
"James ""Clay"" Ives",M,29.0,United States-1,USA,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Mixed (Men)'s Doubles,Bronze
"Thomas David B. ""Tom"" Iveson",M,26.0,Great Britain,GBR,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",
"Thomas David B. ""Tom"" Iveson",M,26.0,Great Britain,GBR,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",
Jelena Ivezi,F,28.0,Croatia,CRO,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,
Alexandru Ivlev,M,19.0,Moldova,MDA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke,
Alexandru Ivlev,M,23.0,Moldova,MDA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Backstroke,
Nataliya Evgenyevna Ivoninskaya,F,23.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres Hurdles,
Nataliya Evgenyevna Ivoninskaya,F,27.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,
Aleksandra Ivoev,F,26.0,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Air Rifle, 10 metres",
Aleksandra Ivoev,F,26.0,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
Aleksandar Ivovi,M,22.0,Montenegro,MNE,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,
Aleksandar Ivovi,M,26.0,Montenegro,MNE,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,
Aleksandar Ivovi,M,30.0,Montenegro,MNE,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
Amit Ivry,F,22.0,Israel,ISR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,
Amit Ivry,F,22.0,Israel,ISR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,
Amit Ivry,F,26.0,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
Amit Ivry,F,26.0,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
Amit Ivry,F,26.0,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,
Amit Ivry,F,26.0,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
Patrick Mutuku Ivuti,M,22.0,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 10,000 metres",
Mana Iwabuchi,F,19.0,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Silver
Satoshi Iwabuchi,M,24.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Doubles,
Yumi Iwabuchi,F,24.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Bronze
Norimasa Iwai,M,27.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,
Norimasa Iwai,M,27.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,
Norimasa Iwai,M,27.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,
Norimasa Iwai,M,27.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,
Norimasa Iwai,M,27.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Rings,
Hisashi Iwakuma,M,23.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
Yoshitaka Iwamizu,M,25.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Yoshitaka Iwamizu,M,29.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Akiko Iwamoto,F,21.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,
Akiko Iwamoto,F,25.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Lightweight Double Sculls,
Akiko Iwamoto,F,29.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,
Akiko Iwamoto,F,33.0,Japan,JPN,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Lightweight Double Sculls,
Shohei Iwamoto,M,26.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,
Sachimi Iwao,F,28.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,
Sachimi Iwao,F,32.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,
Sachimi Iwao,F,36.0,Japan,JPN,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,
Hitoki Iwase,M,29.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
Hitoki Iwase,M,33.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,
Azusa Iwashimizu,F,21.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,
Azusa Iwashimizu,F,25.0,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Silver
Yoshiko Iwata,F,29.0,Japan-2,JPN,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Women's Doubles,
Takanobu Iwazaki,M,29.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Super-Heavyweight,
Furo Iyenemi,M,22.0,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
Nguveren Iyorhe,F,23.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,
Ion Izagirre Insausti,M,27.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
Ion Izagirre Insausti,M,27.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,
Jnior Gustavo Izaguirre Puerto,M,21.0,Honduras,HON,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
Shannon Izar,F,23.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
Sandra Raluca Izbaa,F,18.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,
Sandra Raluca Izbaa,F,18.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Sandra Raluca Izbaa,F,18.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,Gold
Sandra Raluca Izbaa,F,18.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,
Sandra Raluca Izbaa,F,18.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,
Sandra Raluca Izbaa,F,22.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,
Sandra Raluca Izbaa,F,22.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Sandra Raluca Izbaa,F,22.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,
Sandra Raluca Izbaa,F,22.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Horse Vault,Gold
Sandra Raluca Izbaa,F,22.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,
Sandra Raluca Izbaa,F,22.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,
Michal Izdinsky,M,24.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
Hafida Izem,F,25.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Marathon,
Iziane Castro Marques,F,22.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,
Iziane Castro Marques,F,34.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
Serhiy Volodymyrovych Izmailov,M,25.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Triple Jump,
Katerina Izmaylova,F,23.0,Tajikistan,TJK,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Freestyle,
Katerina Izmaylova,F,31.0,Tajikistan,TJK,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
Katerina Izmaylova,F,35.0,Tajikistan,TJK,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
Dauda Izobo,M,28.0,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Heavyweight,
Emmanuel Weingkro Izonritei,M,25.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Heavyweight,
Nik'oloz Izoria,M,18.0,Georgia,GEO,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Flyweight,
Nik'oloz Izoria,M,22.0,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Featherweight,
"Danila Sergeyevich ""Dan"" Izotov",M,16.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Freestyle,
"Danila Sergeyevich ""Dan"" Izotov",M,16.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
"Danila Sergeyevich ""Dan"" Izotov",M,20.0,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Freestyle,
"Danila Sergeyevich ""Dan"" Izotov",M,20.0,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
"Danila Sergeyevich ""Dan"" Izotov",M,24.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
"Danila Sergeyevich ""Dan"" Izotov",M,24.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
Carlos Arturo Izquierdo Mndez,M,18.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",
Luis Fernando Izquierdo Martnez,M,30.0,Colombia,COL,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",
Hiroshi Izumi,M,22.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Middleweight,Silver
Hiroshi Izumi,M,26.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Middleweight,
Ana Mara Izurieta Garca,F,19.0,Spain,ESP,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,
Ana Mara Izurieta Garca,F,19.0,Spain,ESP,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,
Ana Mara Izurieta Garca,F,19.0,Spain,ESP,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,
Ana Mara Izurieta Garca,F,19.0,Spain,ESP,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,
Alex Izykowski,M,22.0,United States,USA,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",
Alex Izykowski,M,22.0,United States,USA,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
Ja Dong-Min,M,21.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Heavyweight,Gold
Ja Dong-Min,M,25.0,South Korea,KOR,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Heavyweight,
Ja Dong-Min,M,29.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Bronze
Jri Jaanson,M,34.0,Estonia,EST,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Single Sculls,
Jri Jaanson,M,38.0,Estonia,EST,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Single Sculls,Silver
Jri Jaanson,M,42.0,Estonia,EST,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,Silver
Faicel Jaballah,M,24.0,Tunisia,TUN,2012 Summer,2012,Summer,London,Judo,Judo Men's Heavyweight,
Faicel Jaballah,M,28.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Heavyweight,
Haidar Abdul-Jabar Khadim,M,27.0,Iraq,IRQ,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,
Ahmed Jumaa Jaber,M,20.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,
Ons Jabeur,F,17.0,Tunisia,TUN,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,
Ons Jabeur,F,21.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,
Soso Jabidze,M,24.0,Georgia,GEO,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
Muna Jabir Adam Ahmed,F,21.0,Sudan,SUD,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 400 metres Hurdles,
Mihran Jaburyan,M,27.0,Armenia,ARM,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",
Dariusz Jaboski,M,27.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
Dariusz Jaboski,M,31.0,Poland,POL,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
Tomasz Jaboski,M,27.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,
Mateusz Roman Jachlewski,M,23.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
Mateusz Roman Jachlewski,M,31.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
Juan Carlos Jacinto Jimnez,M,22.0,Dominican Republic,DOM,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Extra-Lightweight,
Juan Carlos Jacinto Jimnez,M,26.0,Dominican Republic,DOM,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Lightweight,
Juan Carlos Jacinto Jimnez,M,30.0,Dominican Republic,DOM,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Lightweight,
Badou Jack,M,24.0,Gambia,GAM,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Middleweight,
Barry Kirk Jackman,M,23.0,Barbados,BAR,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Heavyweight,
Abeiku Gyekye Jackson,M,16.0,Ghana,GHA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
Ashley Stephen Jackson,M,20.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,
Ashley Stephen Jackson,M,24.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,
Ashley Stephen Jackson,M,28.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
Bershawn D. Jackson,M,25.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres Hurdles,Bronze
Colin Ray Jackson,M,33.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,
Craig Jackson,M,29.0,South Africa,RSA,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,
David Lovelle Jackson,M,24.0,United States,USA,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Lightweight,
Emma Jackson,F,20.0,Australia,AUS,2012 Summer,2012,Summer,London,Triathlon,Triathlon Women's Olympic Distance,
Francia Jackson Cabrera,F,28.0,Dominican Republic,DOM,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,
"Jeffrey ""Jeff"" Jackson",M,26.0,United States Virgin Islands,ISV,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,
